input,golds,options,preds,raw_preds,subject,ABILITY,index
"Below is a multiple-choice question with a story and serveral answer options. Based on the content of the story and the given
question, please infer the most likely answer and output the answer index.
Note:
(1) Please only output the most likely answer index in the format: [[Answer Index]], for example, if the most likely answer
option is ‘أ. Handbag’, then output ‘[[أ]]’;
(2) You must choose one of the given answer options ‘أ, ب, ج, د’ as the most likely answer, regardless of whether the story
provides enough information. If you think there is not enough information in the story to choose an answer, please randomly
output one of “[[أ]]”, “[[ب]]”, “[[ج]]”, or “[[د]]”;
(3) Please only output the most likely answer index based on the given information, and do not output any other content.
[Story]
Zhiqiang وXiaoli عضوان في مجموعة حماية البيئة المجتمعية، وهم يخططون لنشاط عام للرفاهية البيئية. Feifei عضو جديد في المجموعة، واليوم هو أول مرة تحضر فيها اجتماعًا للمجموعة، وهي ليست واثقة من نفسها جدًا. Xiaoli وZhiqiang يناقشان من هو المسؤول عن جمع وتصنيف جميع أنشطة النفايات البلاستيكية. فجأة، تنظر Xiaoli إلى Feifei، ثم تومئ لـ Zhiqiang. يفهم Zhiqiang على الفور ويبتسم لـ Feifei.
[Question]
كيف تعتقد أن Feifei تشعر؟
[Candidate Answers]
ا. Feifei تشعر بسعادة وإثارة، تعتقد أنها لديها الفرصة للمساهمة من خلال هذا النشاط. ب. Feifei قد تشعر بالقلق، قلقة من أنها قد لا تتعامل مع هذا النشاط بشكل جيد. ج. Feifei لا تهتم، لأنها تعتقد أن هذا مجرد عمل بسيط. د. Feifei تشعر بالغضب، لأنها تعتقد أن هذا عمل شاق.",1,"['أ- Feifei تشعر بسعادة وإثارة، تعتقد أنها لديها الفرصة للمساهمة من خلال هذا النشاط.', 'ب- Feifei قد تشعر بالقلق، قلقة من أنها قد لا تتعامل مع هذا النشاط بشكل جيد.', 'ج- Feifei لا تهتم، لأنها تعتقد أن هذا مجرد عمل بسيط.', 'د- Feifei تشعر بالغضب، لأنها تعتقد أن هذا عمل شاق.']",ب,[[ب]],Ambiguous Story Task,Belief: Beliefs based action/emotions,2
"Below is a multiple-choice question with a story and serveral answer options. Based on the content of the story and the given
question, please infer the most likely answer and output the answer index.
Note:
(1) Please only output the most likely answer index in the format: [[Answer Index]], for example, if the most likely answer
option is ‘أ. Handbag’, then output ‘[[أ]]’;
(2) You must choose one of the given answer options ‘أ, ب, ج, د’ as the most likely answer, regardless of whether the story
provides enough information. If you think there is not enough information in the story to choose an answer, please randomly
output one of “[[أ]]”, “[[ب]]”, “[[ج]]”, or “[[د]]”;
(3) Please only output the most likely answer index based on the given information, and do not output any other content.
[Story]
يانغ هونغ هو رئيس منظمة غير حكومية، وتشينغ تيان هو نائبه. الآن هم يخططون لحدث خيري، وقرروا أخيرًا من سيكون مسؤولاً عن حدث جمع التبرعات. في اجتماع، قدم شياو تشين فكرة جمع التبرعات الخاصة به، لكنه غير متأكد مما إذا كانت فكرته مقبولة. أثناء تقديم شياو تشين، نظر تشينغ تيان إلى يانغ هونغ، وكان تعبيره يبدو أنه يتساءل، لكن يانغ هونغ أومأ بشكل إيجابي. بعد أن انتهى شياو تشين، تبادل تشينغ تيان ويانغ هونغ الآراء بهدوء. رأى شياو تشين الابتسامة المتبادلة بين تشينغ تيان ويانغ هونغ بعد ذلك، وكان تعبيره مرتاحًا.
[Question]
لماذا أومأ يانغ هونغ بشكل إيجابي لتشينغ تيان؟
[Candidate Answers]
ا. يعتقد يانغ هونغ أن تشينغ تيان يقوم بعمل جيد في التنظيم. ب. يعتقد يانغ هونغ أن خطة شياو تشين لجمع التبرعات تجمع الكثير من الأموال. ج. يظهر يانغ هونغ لتشينغ تيان أنه يوافق على السماح لشياو تشين بجمع التبرعات. د. يخطط يانغ هونغ لتشغيل تشينغ تيان لتحمل المزيد من المسؤولية.",2,"['أ- يعتقد يانغ هونغ أن تشينغ تيان يقوم بعمل جيد في التنظيم.', 'ب- يعتقد يانغ هونغ أن خطة شياو تشين لجمع التبرعات تجمع الكثير من الأموال.', 'ج- يظهر يانغ هونغ لتشينغ تيان أنه يوافق على السماح لشياو تشين بجمع التبرعات.', 'د- يخطط يانغ هونغ لتشغيل تشينغ تيان لتحمل المزيد من المسؤولية.']",ج,[[ج]],Ambiguous Story Task,Intention: Intentions explanations,1
"Below is a multiple-choice question with a story and serveral answer options. Based on the content of the story and the given
question, please infer the most likely answer and output the answer index.
Note:
(1) Please only output the most likely answer index in the format: [[Answer Index]], for example, if the most likely answer
option is ‘أ. Handbag’, then output ‘[[أ]]’;
(2) You must choose one of the given answer options ‘أ, ب, ج, د’ as the most likely answer, regardless of whether the story
provides enough information. If you think there is not enough information in the story to choose an answer, please randomly
output one of “[[أ]]”, “[[ب]]”, “[[ج]]”, or “[[د]]”;
(3) Please only output the most likely answer index based on the given information, and do not output any other content.
[Story]
يانغ هونغ هو رئيس منظمة غير حكومية، وتشينغ تيان هو نائبه. الآن هم يخططون لحدث خيري، وقرروا أخيرًا من سيكون مسؤولاً عن حدث جمع التبرعات. في اجتماع، قدم شياو تشين فكرة جمع التبرعات الخاصة به، لكنه غير متأكد مما إذا كانت فكرته مقبولة. خلال تقديم شياو تشين، نظر تشينغ تيان إلى يانغ هونغ، ويبدو أن تعبيره يحمل سؤالاً، لكن يانغ هونغ أومأ بشكل إيجابي. بعد أن انتهى شياو تشين، تبادل تشينغ تيان ويانغ هونغ الآراء بهدوء. رأى شياو تشين الابتسامة المتبادلة بين تشينغ تيان ويانغ هونغ بعد ذلك، وتعبيره بدا مرتاحًا.
[Question]
ماذا تعتقد أن شياو تشين يفكر؟
[Candidate Answers]
ا. شياو تشين يشعر بالتوتر وعدم الراحة، لا يعرف ما إذا كانت فكرته مقبولة. ب. شياو تشين قلق قليلاً لأنه يقلق من أنه ليس قادرًا على عمل جمع التبرعات. ج. شياو تشين يشعر بالإثارة والتطلع لأنه لديه الفرصة لتحقيق فكرته. د. شياو تشين يحتفظ بالشكوك في هذه اللحظة، إنه غير متأكد مما إذا كانت ابتسامة تشينغ تيان ويانغ هونغ تشير إلى التأكيد له.",2,"['أ- شياو تشين يشعر بالتوتر وعدم الراحة، لا يعرف ما إذا كانت فكرته مقبولة.', 'ب- شياو تشين قلق قليلاً لأنه يقلق من أنه ليس قادرًا على عمل جمع التبرعات.', 'ج- شياو تشين يشعر بالإثارة والتطلع لأنه لديه الفرصة لتحقيق فكرته.', 'د- شياو تشين يحتفظ بالشكوك في هذه اللحظة، إنه غير متأكد مما إذا كانت ابتسامة تشينغ تيان ويانغ هونغ تشير إلى التأكيد له.']",د,[[د]],Ambiguous Story Task,Belief: Beliefs based action/emotions,2
"Below is a multiple-choice question with a story and serveral answer options. Based on the content of the story and the given
question, please infer the most likely answer and output the answer index.
Note:
(1) Please only output the most likely answer index in the format: [[Answer Index]], for example, if the most likely answer
option is ‘أ. Handbag’, then output ‘[[أ]]’;
(2) You must choose one of the given answer options ‘أ, ب, ج, د’ as the most likely answer, regardless of whether the story
provides enough information. If you think there is not enough information in the story to choose an answer, please randomly
output one of “[[أ]]”, “[[ب]]”, “[[ج]]”, or “[[د]]”;
(3) Please only output the most likely answer index based on the given information, and do not output any other content.
[Story]
الاجتماع المجتمعي في الحي قيد التنفيذ، وكل شخص يناقش كيفية تخطيط مستقبل الحي. السيد زانغ العجوز هو ساكن عجوز، يصر على أفكاره الخاصة ويأمل في تغيير الخطة الحالية. ياو جيه، رئيس المجتمع، يدافع عن الحفاظ على الوضع الراهن. ينظر السيد زانغ العجوز إلى شياو تشن أمامَه، شياو تشن هو نائب رئيس المجتمع، وعادة ما يكون له علاقة جيدة مع الجميع. يومئ السيد زانغ العجوز لشياو تشن، ثم يلتفت برأسه لي смот على ياو جيه، ويعطيه ابتسامة خفيفة، تكشف عن شعور بالنصر. يرى شياو تشن هذه العيون والابتسامة الموجهة إليه، ويشعر بالارتباك قليلاً في قلبه.
[Question]
لماذا يومئ السيد زانغ العجوز لشياو تشن ثم يبتسم لياو جيه؟
[Candidate Answers]
ا. يحيي السيد زانغ العجوز كلا الشخصين ودودًا. ب. يأمل السيد زانغ أن يستمع ياو جيه إلى رأي شياو تشن، قد يخمّن أن شياو تشن يتفق معه. ج. يهدد السيد زانغ ياو جيه، إذا لم يتفق مع أفكاره، فسيدعم شياو تشن ليصبح رئيسًا للمجتمع. د. يشير السيد زانغ لياو جيه بأنه يتفق مع أفكار ياو جيه وشياو تشن.",0,"['أ- يحيي السيد زانغ العجوز كلا الشخصين ودودًا.', 'ب- يأمل السيد زانغ أن يستمع ياو جيه إلى رأي شياو تشن، قد يخمّن أن شياو تشن يتفق معه.', 'ج- يهدد السيد زانغ ياو جيه، إذا لم يتفق مع أفكاره، فسيدعم شياو تشن ليصبح رئيسًا للمجتمع.', 'د- يشير السيد زانغ لياو جيه بأنه يتفق مع أفكار ياو جيه وشياو تشن.']",ب,[[ب]],Ambiguous Story Task,Intention: Intentions explanations,1
"Below is a multiple-choice question with a story and serveral answer options. Based on the content of the story and the given
question, please infer the most likely answer and output the answer index.
Note:
(1) Please only output the most likely answer index in the format: [[Answer Index]], for example, if the most likely answer
option is ‘أ. Handbag’, then output ‘[[أ]]’;
(2) You must choose one of the given answer options ‘أ, ب, ج, د’ as the most likely answer, regardless of whether the story
provides enough information. If you think there is not enough information in the story to choose an answer, please randomly
output one of “[[أ]]”, “[[ب]]”, “[[ج]]”, or “[[د]]”;
(3) Please only output the most likely answer index based on the given information, and do not output any other content.
[Story]
الاجتماع المجتمعي في الحي قيد التنفيذ، الجميع يناقشون كيفية تخطيط مستقبل الحي. السيد زانغ الكبير هو أحد سكان الحي القديم، يصر على أفكاره الخاصة ويأمل في تغيير الخطة الحالية. ياو جيه، رئيس المجتمع، يدافع عن الحفاظ على الوضع الراهن. ينظر السيد زانغ الكبير إلى شياو تشن مقابله، شياو تشن هو نائب رئيس المجتمع، وعادة ما يكون له علاقة جيدة مع الجميع. يومئ السيد زانغ الكبير لشياو تشن، ثم يلتفت برهة إلى ياو جيه، ويمنحه ابتسامة خفيفة، تكشف عن شعور بالنصر. يرى شياو تشن هذه العيون والابتسامة الموجهة إليه، ويشعر بالارتباك قليلاً في قلبه.
[Question]
ما تعتقد أن شياو تشن يشعر به؟
[Candidate Answers]
ا. شياو تشن يشعر بالارتباك والانخراط في هذه المسألة، ويشعر بضغط طفيف. ب. شياو تشن لا يهتم بكيفية مساعدة السيد زانغ الكبير. ج. شياو تشن سعيد بالتسبب في مشكلة لعمل ياو جيه. د. شياو تشن يختلف مع كلا الجانبين، لديه أفكاره الخاصة، لذلك يشعر بالقلق قليلاً.",0,"['أ- شياو تشن يشعر بالارتباك والانخراط في هذه المسألة، ويشعر بضغط طفيف.', 'ب- شياو تشن لا يهتم بكيفية مساعدة السيد زانغ الكبير.', 'ج- شياو تشن سعيد بالتسبب في مشكلة لعمل ياو جيه.', 'د- شياو تشن يختلف مع كلا الجانبين، لديه أفكاره الخاصة، لذلك يشعر بالقلق قليلاً.']",ب,[[ب]],Ambiguous Story Task,Belief: Beliefs based action/emotions,2
"Below is a multiple-choice question with a story and serveral answer options. Based on the content of the story and the given
question, please infer the most likely answer and output the answer index.
Note:
(1) Please only output the most likely answer index in the format: [[Answer Index]], for example, if the most likely answer
option is ‘أ. Handbag’, then output ‘[[أ]]’;
(2) You must choose one of the given answer options ‘أ, ب, ج, د’ as the most likely answer, regardless of whether the story
provides enough information. If you think there is not enough information in the story to choose an answer, please randomly
output one of “[[أ]]”, “[[ب]]”, “[[ج]]”, or “[[د]]”;
(3) Please only output the most likely answer index based on the given information, and do not output any other content.
[Story]
Zhang Xi و Jiang Yang هما قائدَا مجموعة تحضير النشاط المجتمعي. يقرران موضوع النشاط المجتمعي القادم. Ming Ai عضو جديد في مجموعة التحضير، هذا هو أول مشاركة لها في اجتماع مناقشة النشاط. بينما تنتظر دورها في الكلام، استمرت Ming Ai في تصفح المستندات أمامها، Jiang Yang، بابتسامة على وجهه، ينظر إلى Zhang Xi، ثم إلى Ming Ai. ثم وضع Zhang Xi الوثيقة، أومأ إلى Jiang Yang بابتسامة، واتجه نحو Ming Ai. رأت Ming Ai كل أفعالهم.
[Question]
لماذا يبتسم Zhang Xi ويومئ إلى Jiang Yang؟
[Candidate Answers]
ا. Zhang Xi يبتسم لأنه رأى للتو بعض المحتوى المثير للاهتمام. ب. Zhang Xi يبتسم ويومئ إلى Jiang Yang لأنه يوافق على رأي Jiang Yang في خطابه. ج. Zhang Xi يبتسم إلى Jiang Yang للإشارة إلى أنه على استعداد لتطمين Ming Ai العصبية. د. Zhang Xi يعتقد أن اجتماع مناقشة النشاط ناجح للغاية.",0,"['أ- Zhang Xi يبتسم لأنه رأى للتو بعض المحتوى المثير للاهتمام.', 'ب- Zhang Xi يبتسم ويومئ إلى Jiang Yang لأنه يوافق على رأي Jiang Yang في خطابه.', 'ج- Zhang Xi يبتسم إلى Jiang Yang للإشارة إلى أنه على استعداد لتطمين Ming Ai العصبية.', 'د- Zhang Xi يعتقد أن اجتماع مناقشة النشاط ناجح للغاية.']",ج,[[ج]],Ambiguous Story Task,Intention: Intentions explanations,1
"Below is a multiple-choice question with a story and serveral answer options. Based on the content of the story and the given
question, please infer the most likely answer and output the answer index.
Note:
(1) Please only output the most likely answer index in the format: [[Answer Index]], for example, if the most likely answer
option is ‘أ. Handbag’, then output ‘[[أ]]’;
(2) You must choose one of the given answer options ‘أ, ب, ج, د’ as the most likely answer, regardless of whether the story
provides enough information. If you think there is not enough information in the story to choose an answer, please randomly
output one of “[[أ]]”, “[[ب]]”, “[[ج]]”, or “[[د]]”;
(3) Please only output the most likely answer index based on the given information, and do not output any other content.
[Story]
Zhang Xi و Jiang Yang هما قائد مجموعة تحضير النشاط المجتمعي. يقرران موضوع النشاط المجتمعي القادم. Ming Ai عضو جديد في مجموعة التحضير، واليوم هو أول مرة تشارك فيها في اجتماع مناقشة النشاط. بينما تنتظر دورها في التحدث، استمرت Ming Ai في تصفح المستندات أمامها، Jiang Yang، بابتسامة على وجهه، ينظر إلى Zhang Xi، ثم إلى Ming Ai. ثم وضع Zhang Xi المستند، أومأ إلى Jiang Yang بابتسامة، واتجه نحو Ming Ai. ترى Ming Ai جميع أفعالهم.
[Question]
كيف تعتقد أن Ming Ai تشعر؟
[Candidate Answers]
ا. Ming Ai تشعر بالتوتر في البداية، ثم تشعر بالارتباك، ولا تفهم ما الذي يأتي به Jiang Yang. ب. Ming Ai تشعر بالذنب قليلاً، تعتقد أنها تزعج Jiang Yang والآخرين بتصفحها للمستندات. ج. Ming Ai قد تشعر بخيبة الأمل لأن Jiang Yang يأتي لمنعها من التحدث على المسرح. د. Ming Ai تشعر بالاستبعاد والعزلة لأن Jiang Yang و Zhang Xi يتفاعلان خلف ظهرها.",0,"['أ- Ming Ai تشعر بالتوتر في البداية، ثم تشعر بالارتباك، ولا تفهم ما الذي يأتي به Jiang Yang.', 'ب- Ming Ai تشعر بالذنب قليلاً، تعتقد أنها تزعج Jiang Yang والآخرين بتصفحها للمستندات.', 'ج- Ming Ai قد تشعر بخيبة الأمل لأن Jiang Yang يأتي لمنعها من التحدث على المسرح.', 'د- Ming Ai تشعر بالاستبعاد والعزلة لأن Jiang Yang و Zhang Xi يتفاعلان خلف ظهرها.']",ب,[[ب]],Ambiguous Story Task,Belief: Beliefs based action/emotions,2
"Below is a multiple-choice question with a story and serveral answer options. Based on the content of the story and the given
question, please infer the most likely answer and output the answer index.
Note:
(1) Please only output the most likely answer index in the format: [[Answer Index]], for example, if the most likely answer
option is ‘أ. Handbag’, then output ‘[[أ]]’;
(2) You must choose one of the given answer options ‘أ, ب, ج, د’ as the most likely answer, regardless of whether the story
provides enough information. If you think there is not enough information in the story to choose an answer, please randomly
output one of “[[أ]]”, “[[ب]]”, “[[ج]]”, or “[[د]]”;
(3) Please only output the most likely answer index based on the given information, and do not output any other content.
[Story]
لوي لي لديه شغف عميق بالبستنة، وهو معروف في المجتمع بسبب ذلك. شاو تشي هو منظم الأنشطة المجتمعية، وزهي هاو هو الشخص المسؤول عن تنظيم المجتمع. يومًا ما، يجد شاو تشي زهي هاو ويقترح عقد حفل حديقة، ويقترح أيضًا دعوة لوي لي لتقديم إنجازاته في البستنة. يتردد زهي هاو قليلاً، لكن شاو تشي يبتسم له ويعطيه إيماءة تأكيد. في وقت لاحق، بعد أن تصل دعوة الحفلة، يقبل لوي لي الدعوة.
[Question]
لماذا يقترح شاو تشي دعوة لوي لي في الاقتراح؟
[Candidate Answers]
ا. شاو تشي يأمل في أن يترك زهي هاو يمدح علنًا مهارات لوي لي في البستنة. ب. شاو تشي يريد أن يختبر لوي لي ليرى إذا كان على استعداد لمشاركة مهاراته في البستنة. ج. شاو تشي يعتقد أن دعوة لوي لي تساعد في زيادة جاذبية وتأثير الحفلة. د. شاو تشي يأمل في أن يصبح أصدقاء جيدين مع لوي لي من خلال دعوته وتحسين مهاراته الخاصة في البستنة.",3,"['أ- شاو تشي يأمل في أن يترك زهي هاو يمدح علنًا مهارات لوي لي في البستنة.', 'ب- شاو تشي يريد أن يختبر لوي لي ليرى إذا كان على استعداد لمشاركة مهاراته في البستنة.', 'ج- شاو تشي يعتقد أن دعوة لوي لي تساعد في زيادة جاذبية وتأثير الحفلة.', 'د- شاو تشي يأمل في أن يصبح أصدقاء جيدين مع لوي لي من خلال دعوته وتحسين مهاراته الخاصة في البستنة.']",ب,[[ب]],Ambiguous Story Task,Intention: Intentions explanations,1
"Below is a multiple-choice question with a story and serveral answer options. Based on the content of the story and the given
question, please infer the most likely answer and output the answer index.
Note:
(1) Please only output the most likely answer index in the format: [[Answer Index]], for example, if the most likely answer
option is ‘أ. Handbag’, then output ‘[[أ]]’;
(2) You must choose one of the given answer options ‘أ, ب, ج, د’ as the most likely answer, regardless of whether the story
provides enough information. If you think there is not enough information in the story to choose an answer, please randomly
output one of “[[أ]]”, “[[ب]]”, “[[ج]]”, or “[[د]]”;
(3) Please only output the most likely answer index based on the given information, and do not output any other content.
[Story]
لوي لي لديه شغف عميق بالبستنة، وهو معروف في المجتمع بسبب ذلك. شاو تشي هو منظم الأنشطة المجتمعية، وزهي هاو هو الشخص المسؤول عن تنظيم المجتمع. يومًا ما، وجد شاو تشي زهي هاو واقترح عقد حفل حديقة، واقترح أيضًا دعوة لوي لي لتقديم إنجازاته في البستنة. تردد زهي هاو قليلاً، لكن شاو تشي ابتسم له وأعطاه إيماءة تأكيد. في وقت لاحق، بعد أن تم إرسال دعوة الحفل، قبل لوي لي الدعوة.
[Question]
ماذا تعتقد أن زهي هاو يفكر؟
[Candidate Answers]
ا. زهي هاو سعيد جدًا لأنه يعتقد أن وصول لوي لي يجعل الحفل ناجحًا جدًا. ب. زهي هاو يشعر بقليل من القلق، يعتقد أن دعوة لوي لي قد تجلب نتائج سيئة. ج. زهي هاو يشعر بالاكتئاب لأنه لا يحب لوي لي كثيرًا. د. زهي هاو يشعر بقليل من الاضطراب، يعجب بلوي لي لكنه غير متأكد إذا كان لوي لي يريد المشاركة في الحفل.",3,"['أ- زهي هاو سعيد جدًا لأنه يعتقد أن وصول لوي لي يجعل الحفل ناجحًا جدًا.', 'ب- زهي هاو يشعر بقليل من القلق، يعتقد أن دعوة لوي لي قد تجلب نتائج سيئة.', 'ج- زهي هاو يشعر بالاكتئاب لأنه لا يحب لوي لي كثيرًا.', 'د- زهي هاو يشعر بقليل من الاضطراب، يعجب بلوي لي لكنه غير متأكد إذا كان لوي لي يريد المشاركة في الحفل.']",ب,[[ب]],Ambiguous Story Task,Belief: Beliefs based action/emotions,2
"Below is a multiple-choice question with a story and serveral answer options. Based on the content of the story and the given
question, please infer the most likely answer and output the answer index.
Note:
(1) Please only output the most likely answer index in the format: [[Answer Index]], for example, if the most likely answer
option is ‘أ. Handbag’, then output ‘[[أ]]’;
(2) You must choose one of the given answer options ‘أ, ب, ج, د’ as the most likely answer, regardless of whether the story
provides enough information. If you think there is not enough information in the story to choose an answer, please randomly
output one of “[[أ]]”, “[[ب]]”, “[[ج]]”, or “[[د]]”;
(3) Please only output the most likely answer index based on the given information, and do not output any other content.
[Story]
يدرس دَامينغ وشياوليانغ يحبون والدتهم كثيرًا، واقترب موعد عيد ميلادها. بينما كانا يلعبان بسعادة، قررا شراء هدية عيد ميلاد خاصة لوالدتهم. أعطى دَامينغ لشياوليانغ إشارة بعينيه، ثم أشار إلى الصورة على ساعة الحائط. والدة الصورة تعجب من باقة من الورود. ابتسم دَامينغ، يبدو أنه فكر في فكرة ما. ثم همس هو وشياوليانغ بضع كلمات وغادرا الغرفة معًا. رأت والدتهم كل هذا عند الباب.
[Question]
لماذا يبتسم دَامينغ بعد النظر إلى الصورة؟
[Candidate Answers]
ا. عيد ميلاد دَامينغ قادم، إنه يفكر في كيفية الاحتفال. ب. دَامينغ يشعر بالسعادة والدفء عند النظر إلى صورة والدته. ج. بعد النظر إلى الصورة، يفكر دَامينغ في شراء ورود لوالدته كهدية عيد ميلاد. د. يتذكر دَامينغ المشهد المضحك عندما التقطت الصورة.",0,"['أ- عيد ميلاد دَامينغ قادم، إنه يفكر في كيفية الاحتفال.', 'ب- دَامينغ يشعر بالسعادة والدفء عند النظر إلى صورة والدته.', 'ج- بعد النظر إلى الصورة، يفكر دَامينغ في شراء ورود لوالدته كهدية عيد ميلاد.', 'د- يتذكر دَامينغ المشهد المضحك عندما التقطت الصورة.']",ب,[[ب]],Ambiguous Story Task,Intention: Intentions explanations,1
"Below is a multiple-choice question with a story and serveral answer options. Based on the content of the story and the given
question, please infer the most likely answer and output the answer index.
Note:
(1) Please only output the most likely answer index in the format: [[Answer Index]], for example, if the most likely answer
option is ‘أ. Handbag’, then output ‘[[أ]]’;
(2) You must choose one of the given answer options ‘أ, ب, ج, د’ as the most likely answer, regardless of whether the story
provides enough information. If you think there is not enough information in the story to choose an answer, please randomly
output one of “[[أ]]”, “[[ب]]”, “[[ج]]”, or “[[د]]”;
(3) Please only output the most likely answer index based on the given information, and do not output any other content.
[Story]
يدرس دامينغ وشياوليانغ كلاهما حبهما الشديد لأمهما، واقترب موعد عيد ميلادها. بينما كانا يلعبان بسعادة، قررا شراء هدية عيد ميلاد خاصة لأمهما. يعطي دامينغ شياوليانغ إشارة بعينيه، ثم يشير إلى الصورة على ساعة الحائط. الأم في الصورة تنظر بإعجاب إلى باقة من الورود. يبتسم دامينغ، يبدو أنه فكر في فكرة. ثم همس هو وشياوليانغ بضع كلمات وغادرا الغرفة معًا. ترى أمهم كل هذا عند الباب.
[Question]
ماذا تعتقد أن الأم تفكر بعد رؤية هذا؟
[Candidate Answers]
ا. ربما تشعر الأم بالفضول، لا تعرف ما الذي يخططون له. ب. ربما تشعر الأم بالغضب لأن الأطفال لا يقومون بالأعمال المنزلية في الوقت المناسب. ج. ربما تتنهد الأم لأن الأطفال يكبرون وبدؤون في إجراء محادثات خاصة. د. ربما تشعر الأم بالسعادة لأنها تحب حقًا الورود التي سيقدمها لها الأطفال.",0,"['أ- ربما تشعر الأم بالفضول، لا تعرف ما الذي يخططون له.', 'ب- ربما تشعر الأم بالغضب لأن الأطفال لا يقومون بالأعمال المنزلية في الوقت المناسب.', 'ج- ربما تتنهد الأم لأن الأطفال يكبرون وبدؤون في إجراء محادثات خاصة.', 'د- ربما تشعر الأم بالسعادة لأنها تحب حقًا الورود التي سيقدمها لها الأطفال.']",د,[[د]],Ambiguous Story Task,Belief: Beliefs based action/emotions,2
"Below is a multiple-choice question with a story and serveral answer options. Based on the content of the story and the given
question, please infer the most likely answer and output the answer index.
Note:
(1) Please only output the most likely answer index in the format: [[Answer Index]], for example, if the most likely answer
option is ‘أ. Handbag’, then output ‘[[أ]]’;
(2) You must choose one of the given answer options ‘أ, ب, ج, د’ as the most likely answer, regardless of whether the story
provides enough information. If you think there is not enough information in the story to choose an answer, please randomly
output one of “[[أ]]”, “[[ب]]”, “[[ج]]”, or “[[د]]”;
(3) Please only output the most likely answer index based on the given information, and do not output any other content.
[Story]
زهيمينج و لانلان زوجان، يعتنيان بالجد. خرج الجد من المستشفى حديثًا، ويحتاج إلى رعاية على مدار 24 ساعة. يتناول جميع أفراد الأسرة العشاء، والجو ثقيل جدًا. زهيمينج ينظر فجأة إلى لانلان التي تحمل تقرير فحص صحة الجد أثناء الأكل، وترى لانلان التوتر في عيون زهيمينج. لا تتحدث لانلان، ولكن تعبيرها يصبح جادًا بشكل واضح. يدرك زهيمينج أن الجد يراقبهم، فيغير تعبيره على الفور، ويبتسم للجد، ثم يبدأ في التحدث.
[Question]
لماذا يبتسم زهيمينج للجد ويبدأ في التحدث؟
[Candidate Answers]
ا. يعتقد زهيمينج أن الجد خرج من المستشفى اليوم، فيشعر بالسعادة، لذلك يبتسم للجد. ب. يحاول زهيمينج تخفيف حدة التوتر بشأن الأمر الذي يجب مناقشته مع الجد بابتسامة. ج. لا يريد زهيمينج أن يعرف الجد بخلافهم بينه وبين لانلان. د. يتجنب زهيمينج مواصلة الاتصال بالعيون مع لانلان بالتحدث مع الجد.",1,"['أ- يعتقد زهيمينج أن الجد خرج من المستشفى اليوم، فيشعر بالسعادة، لذلك يبتسم للجد.', 'ب- يحاول زهيمينج تخفيف حدة التوتر بشأن الأمر الذي يجب مناقشته مع الجد بابتسامة.', 'ج- لا يريد زهيمينج أن يعرف الجد بخلافهم بينه وبين لانلان.', 'د- يتجنب زهيمينج مواصلة الاتصال بالعيون مع لانلان بالتحدث مع الجد.']",ب,[[ب]],Ambiguous Story Task,Intention: Intentions explanations,1
"Below is a multiple-choice question with a story and serveral answer options. Based on the content of the story and the given
question, please infer the most likely answer and output the answer index.
Note:
(1) Please only output the most likely answer index in the format: [[Answer Index]], for example, if the most likely answer
option is ‘أ. Handbag’, then output ‘[[أ]]’;
(2) You must choose one of the given answer options ‘أ, ب, ج, د’ as the most likely answer, regardless of whether the story
provides enough information. If you think there is not enough information in the story to choose an answer, please randomly
output one of “[[أ]]”, “[[ب]]”, “[[ج]]”, or “[[د]]”;
(3) Please only output the most likely answer index based on the given information, and do not output any other content.
[Story]
زهيمينج و لانلان زوجان، يعتنيان بالجد. الجد خرج حديثًا من المستشفى، ويحتاج إلى رعاية 24 ساعة. العائلة بأكملها تأكل العشاء، والجو ثقيل جدًا. زهيمينج ينظر فجأة إلى لانلان التي تحمل تقرير فحص الجد الصحي أثناء الأكل، لانلان ترى التوتر في عيون زهيمينج. لانلان لا تتحدث، لكن تعبيرها يصبح واضحًا وجديًا. زهيمينج يدرك أن الجد يراقبهم، فيغير تعبيره على الفور، زهيمينج يبتسم للجد، ثم يبدأ في التحدث.
[Question]
ماذا تعتقد أن الجد يفكر؟
[Candidate Answers]
ا. الجد يشعر بالارتباك والدهشة. ب. الجد يشعر بالسعادة لأنه زهيمينج يعامله جيدًا. ج. الجد قلق قليلًا، يعتقد أن زهيمينج و لانلان يتشاجران بشأن الطفل. د. الجد يتطلع، يعتقد أن زهيمينج على وشك أن يعطيه أخبارًا جيدة.",0,"['أ- الجد يشعر بالارتباك والدهشة.', 'ب- الجد يشعر بالسعادة لأنه زهيمينج يعامله جيدًا.', 'ج- الجد قلق قليلًا، يعتقد أن زهيمينج و لانلان يتشاجران بشأن الطفل.', 'د- الجد يتطلع، يعتقد أن زهيمينج على وشك أن يعطيه أخبارًا جيدة.']",ب,[[ب]],Ambiguous Story Task,Belief: Beliefs based action/emotions,2
